"FIN_TYPE","Finance Type","MEASURE","Measure","LENDER","Lender","PURPOSE","Purpose","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","393","Revolving Credit - cancellations and reductions","7","Northern Territory","M","Monthly","2018-07","Jul-2018",18402,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","393","Revolving Credit - cancellations and reductions","7","Northern Territory","M","Monthly","2018-08","Aug-2018",17667,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","393","Revolving Credit - cancellations and reductions","7","Northern Territory","M","Monthly","2018-09","Sep-2018",73387,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","393","Revolving Credit - cancellations and reductions","7","Northern Territory","M","Monthly","2018-10","Oct-2018",8538,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","393","Revolving Credit - cancellations and reductions","7","Northern Territory","M","Monthly","2018-11","Nov-2018",25364,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","324","Construction Finance - Erection of non-residential buildings - other","7","Northern Territory","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","326","Construction Finance - Erection of non-building structures","3","Queensland","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-01","Jan-2018",1482898,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-02","Feb-2018",2214795,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-03","Mar-2018",3059222,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-04","Apr-2018",1836968,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-05","May-2018",699749,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-06","Jun-2018",1302793,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-07","Jul-2018",1654865,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-08","Aug-2018",2146587,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-09","Sep-2018",1281918,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-10","Oct-2018",1862706,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","340","Wholesale Finance","0","Australia","M","Monthly","2018-11","Nov-2018",1088158,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","5","Western Australia","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","322","Construction Finance - Erection of non-residential buildings - offices","8","Australian Capital Territory","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","443","Other motor vehicles - trailers, buses, coaches, other MVs","7","Northern Territory","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","457","Lease finance commitments not drawn at end of month","6","Tasmania","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","6","Tasmania","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","452","Office Equipment - Electronic data processing equipment","8","Australian Capital Territory","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-01","Jan-2018",140890,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-02","Feb-2018",139997,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-03","Mar-2018",161517,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-04","Apr-2018",134694,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-05","May-2018",143020,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-06","Jun-2018",177797,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-07","Jul-2018",140090,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-08","Aug-2018",146396,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-09","Sep-2018",134867,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-10","Oct-2018",149367,,
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","420_1","New cars and station wagons - under depreciation limit","0","Australia","M","Monthly","2018-11","Nov-2018",147431,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","337","Purchase of real property - Land (other)","1","New South Wales","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","451","Agricultural machinery and equipment","4","South Australia","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
